symbol,gpt4o_mini_output,qwen_output
PFC,"{""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The excerpt discusses security measures and covenants related to a project, including the personal guarantee of promoters and the pledge of shares as part of the collateral securities.""}","{""risk_classified"": true, ""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The excerpt mentions that promoters may pledge their shares as collateral securities under the security measures adopted by PFC to mitigate risks.""}"
TATAPOWER,"{""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The Company has pledged shares of subsidiaries and joint ventures with lenders for borrowings availed by the respective subsidiaries and joint ventures.""}","{""risk_classified"": true, ""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The Company has pledged shares of subsidiaries and joint ventures with lenders for borrowings availed by the respective subsidiaries and joint ventures.""}"
TATAPOWER,"{""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The Group has pledged shares of joint ventures with lenders for borrowings availed by the respective joint ventures.""}","{""risk_classified"": true, ""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The Group has pledged shares of joint ventures with lenders for borrowings availed by the respective joint ventures. The pledged shares include those of Itezhi Tezhi Power Corporation, Mandakini Coal Company Ltd., Powerlinks Transmission Ltd., and Khorlochhu Hydro Power Limited.""}"
TATAPOWER,"{""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The excerpt mentions a pledge of shares as part of the security for borrowings, indicating that shares are encumbered.""}","{""risk_classified"": true, ""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The excerpt mentions the pledge of shares and monies receivable of the respective entities as collateral for borrowings secured against current assets.""}"
VEDL,"{""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The excerpt discusses a pledge of shares of Hindustan Zinc Limited held by the company as part of the security for a term loan.""}","{""risk_classified"": true, ""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The excerpt mentions a pledge of shares of HZL held by the company with a minimum coverage of 1.1.""}"
VEDL,"{""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The excerpt discusses a first pari passu charge on dividends and other receivables related to pledged shares owned by VEDL, indicating that promoter shares are encumbered.""}","{""risk_classified"": true, ""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The excerpt describes a pledge of shares by VEDL with specific charges on dividends and receivables, along with hypothecation on various movable fixed assets across different business units including alumina refinery, aluminium smelter, and power plants.""}"
VEDL,"{""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The excerpt mentions a pledge of shares of Hindustan Zinc Limited held by the company, indicating that these shares are encumbered.""}","{""risk_classified"": true, ""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The excerpt mentions the pledge of shares of HZL held by the company with a minimum coverage of 1.1.""}"
VEDL,"{""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The excerpt discusses a first exclusive pledge over shares held by Vedanta Limited in Hindustan Zinc Limited, which is intended to cover a term loan, along with details about charges on various assets.""}","{""risk_classified"": true, ""risk_flag_type"": ""promoter_pledge"", ""risk_flag_summary"": ""The excerpt mentions a first exclusive pledge over shares held by VEDL in HZL, with a minimum coverage of 1.10 times the loan, and a non-disturbance undertaking (NDU) over HZL shares with a minimum percentage of 50.1%.""}"
ADANIENT,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""contingent_liability"", ""risk_flag_summary"": ""The excerpt discusses contingent liabilities, which are possible obligations from past events confirmed by future events. It mentions that contingent liabilities are not recognised.""}"
ADANIGREEN,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""auditor_qualification"", ""risk_flag_summary"": ""The audit addressed the evaluation of the Shareholders' Agreement, including control over entities, accounting for Non-Controlling Interest, and the nature of CCDs as equity. The audit involved assessing the tripartite Joint Venture Agreement with TotalEnergies Renewables Singapore Pte Limited and similar agreements from the previous year.""}"
ADANIGREEN,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""contingent_liability"", ""risk_flag_summary"": ""The excerpt mentions a guarantee given by PSEPL and AGEUPL for USD bonds and NCDs, secured by various assets and equity shares.""}"
ADANIPOWER,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""contingent_liability"", ""risk_flag_summary"": ""The excerpt defines a contingent liability as a possible obligation from past events, confirmed by future events, or an unrecognised present obligation due to low probability or unreliable estimate.""}"
ADANIPOWER,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""contingent_liability"", ""risk_flag_summary"": ""The company has contested a show cause notice regarding duties on raw materials and does not consider it a contingent liability, as it believes the duties may be recoverable under the PPA or refundable. The company assesses that an outflow of economic resources is only possible, not probable, in this matter.""}"
ADANIPOWER,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
AMBUJACEM,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""contingent_liability"", ""risk_flag_summary"": ""The excerpt defines a contingent liability as a possible obligation arising from past events, confirmed by future uncertain events, or a present obligation not recognized due to uncertainty.""}"
ASIANPAINT,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
ASIANPAINT,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""contingent_liability"", ""risk_flag_summary"": ""Fixed deposits in a subsidiary have been pledged as per the terms of underlying guarantees given by banks on behalf of a former subsidiary. The amount pledged as of 31st March 2026 is Nil, whereas it was ₹ 0.63 crores in the previous year.""}"
ASIANPAINT,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
BAJAJFINSV,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
BAJAJFINSV,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
BAJAJHLDNG,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
BAJAJHLDNG,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
BAJAJHLDNG,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
BAJFINANCE,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
BAJFINANCE,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""contingent_liability"", ""risk_flag_summary"": ""The excerpt discusses the company's accounting policies for provisions and contingent liabilities, including when a provision is created and when a contingent liability is disclosed.""}"
BAJFINANCE,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
BAJFINANCE,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
BEL,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""contingent_liability"", ""risk_flag_summary"": ""The excerpt mentions pending litigation under the section 'Details of Registration, pending Litigation etc.,' indicating there is pending litigation.""}"
BHARTIARTL,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
BHARTIARTL,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
BHARTIARTL,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""related_party_transaction"", ""risk_flag_summary"": ""The excerpt discusses the authorization of Related Party Transactions between Nxtra and the Company, specifying that these transactions must be conducted at arm's length and in the ordinary course of business, with a maximum aggregate value of C3,000 Crore per financial year.""}"
BHARTIARTL,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""related_party_transaction"", ""risk_flag_summary"": ""The excerpt discusses a related party transaction involving services and reimbursements between Dixon and the Company, with a maximum aggregate value of C2,500 Crore for FY 2025-26, to be conducted at arm's length and in the ordinary course of business.""}"
BHARTIARTL,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""related_party_transaction"", ""risk_flag_summary"": ""The excerpt discusses arrangements between Xtelify Limited and Beetel Teletech Limited, including purchase, sale, exchange, transfer, lease of assets, services, reimbursement of expenses, and disposal of property, all categorized as Related Party Transactions. These transactions are to be conducted at arm's length and within the ordinary course of business, with an aggregate limit of C1,200 Crore for FY 2025-26.""}"
BHARTIARTL,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""related_party_transaction"", ""risk_flag_summary"": ""The excerpt discusses proposed related party transactions with Indus Towers, including their percentage of annual consolidated turnover, valuation processes, and rationale for the transactions being in the company's interest.""}"
CGPOWER,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""contingent_liability"", ""risk_flag_summary"": ""The excerpt mentions guarantees given by the company under Section 186(4) of the Companies Act, 2013, which relates to loans, investments, and guarantees.""}"
CIPLA,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""related_party_transaction"", ""risk_flag_summary"": ""The excerpt mentions a policy on related party transactions and provides a link to a document titled 'Policy on Related-Party-Transaction.' It also includes a section titled 'Particulars' with details about accounts payables and financial statements.""}"
CIPLA,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""contingent_liability"", ""risk_flag_summary"": ""The excerpt defines a contingent liability as a possible obligation from past events, confirmed by future events, and states that the Company discloses such liabilities in financial statements but does not recognise them.""}"
CIPLA,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true, ""risk_flag_type"": ""contingent_liability"", ""risk_flag_summary"": ""The excerpt discusses contingent liabilities, which are possible obligations from past events confirmed by future events, and notes that they are disclosed but not recognized in financial statements.""}"
CUMMINSIND,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
DMART,"{""risk_flag_type"": null, ""risk_flag_summary"": """"}","{""risk_classified"": true}"
